Natuknica,Stranica,Tekst,Prilog,Vez
"AMSTEL, Jan van",75,"<strong>AMSTEL, Jan van</strong> (zvan <strong>de Hollander</strong>), holandski slikar (Amsterdam, oko 1500 &mdash; oko 1540). Pejzažist; radio u ulju i akvarelu, studirajući motive neposredno u prirodi. Djelovao je i u Antwerpenu. Kroničar holand. i flam. slikarstva K. van Mander navodi, da je neke Amstelove tehničke postupke usvojio Pieter Bruegel st. Prema hipotezama novijih historika umjetnosti A. bi imao biti identičan sa t. zv.<em> Monogramistom iz Braunschzveiga</em>, čija su djela utjecala na Bruegelov razvoj.",,1
AMSTERDAM,75,"<strong>AMSTERDAM,</strong> grad u Nizozemskoj; u XIII<em> st.</em> ribarsko naselje, koje se u XIV<em> st.</em> razvija u jednu od najvećih evr. luka, povezanih s Hanzom. U XVI i XVII<em> st.</em> emporij trgovine i prometa na evr. sjeverozapadu, sredi&scaron;te umjetnosti, književnosti i nauke. Urbanistički raspored stare jezgre grada uslovljen je mnogobrojnim kružnim i radijalnim kanalima (grahtovi), koji ga dijele na stotinu malih otoka, povezanih mostovima. Zbog mekoće tla temelji građevina položeni su na duboko zabijene balvane. Kao tip stambenih i trgovačkih zgrada iz XVII<em> st.</em> karakteristične su visoke i uske kuće od nežbukane opeke. Glavni su graditelji u tom razdoblju Hendrik de Keyzer, Philipp Vingboons i Jacob van Campen, koji je 1648 započeo s gradnjom gradske vijećnice (dana&scaron;nja kralj, palača), glavnog djela holand. klasicizma, ostvarenog u duhu Palladiovih načela. Od crkvenih građevina potječu iz XIV i XV<em> st.</em> Oude Kerk i Nieuwe Kerk, a iz XVII<em> st.</em> de Keyzerove Zuydekerk i Westerkerk. God. 1877&mdash;85 podignut je<em> Rijksmuseum, </em>po svojoj mje&scaron;avini gotičkih i renesansnih elemenata tipičan primjer t. zv. historijske arhitekture. Holand. arhitektura, koja u XX<em> st.</em> nastoji da nađe vlastit izraz u okviru općeg razvoja evr. arhitekture, dolazi do izražaja kod izgradnje modernih dijelova grada. A. je značajan kao kulturno i umjetničko sredi&scaron;te; u njemu se nalazi akademija umjetnosti i muzejske ustanove svjetskoga značenja, među kojima je na prvome mjestu<em> Rijksmuseum </em>sa zbirkama djela Rembrandta, njegovih suvremenika i sljedbenika. Gradski muzej<em> Suasso</em> galerija je moderne umjetnosti, a služi i za povremene izložbe. Zbirku slika<em> Six</em> osnovao je Rembrandtov prijatelj i gradonačelnik Jan Six. U Muzeju<em> Fodor </em>nalaze se zbirke crteža starih majstora i djela slikarstva XIX<em> st. </em>Kuća, u kojoj je 1639&mdash;58 stanovao Rembrandt, restaurirana je i pretvorena u memorijalni muzej majstora. Univerzitetska biblioteka ima oko 1,5 mil. svezaka i 62.000 rukopisa.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; S. Bić.",,1
AMULET,76,<strong>AMULET</strong> v.<em> Amajlija</em>,,1
AMVON,76,<strong>AMVON</strong> v.<em> Ambon</em>,,1
AMYKLAION,76,"<strong>AMYKLAION</strong> (grč. &Alpha;&mu;&nu;ϰ&lambda;&alpha;ῖ&omicron;&nu;), sveti&scaron;te Hijakinta i Apolona, jugoist. od Sparte, na mjestu naselja iz brončanog doba. Ovdje je za Apolonov kip, &raquo;sličan brončanom stupu&laquo;, izradio Batiklo t. zv. amiklejsko prijestolje s bogatom figuralnom dekoracijom (rekonstrukcije prijestolja veoma su različite). U blizini su otkopani ostaci jednog žrtvenika i riznice.<br /> LIT.:<em> E. Buschor</em> i<em> W. Massow,</em> Vom Amyklaion, Athenische Mitteilungen, 1927.",,1
"ANA, monahinja",76,"<strong>ANA, monahinja,</strong> vezilja. Bližih podataka o njoj nema. Jedini njen sačuvani rad je katapetazma (zavesa za carske dveri), koja je preneta oko 1690 iz manastira Rače u Srbiji u fru&scaron;kogorski manastir Beočin, gde se čuvala do 1941. Vezena je na crvenoj svili, zlatnom i srebrnom žicom i svilenim koncem u boji. Prikazano je 12 velikih praznika s Blagovestima u sredini; sa strane su likovi starozavetnih proroka. Signature su grčke; dole je potpis-vezilje: + ά&Nu;И МОНАХИ. Ubraja se u jedan od najlep&scaron;ih radova ove vrste, a datira u XV&mdash;XVI<em> v.</em><br /> LIT.:<em> L. Mirković,</em> Starine Fru&scaron;kogorskih manastira, Beograd 1931, str. 1&mdash;7. &mdash;<em> Isti,</em> Crkveni umetnički vez, Beograd 1940, str. 12. D. Med.",,1
ANA SAMOTREĆA,76,"<strong>ANA SAMOTREĆA,</strong> neprikladan naziv stvoren prema njem. <em>Die heilige Anna selbdritt</em>, franc.<em> Sainte Anne elle troisi&egrave;me</em> ili <em>&agrave; trois.</em> Upotrebljava se kao naziv za sliku, na kojoj je prikazana sv. Ana s Bogorodicom i djetetom Isusom. U kr&scaron;ćanskoj ikonografiji ovakva se grupacija pojavljuje od XIV<em> st</em>., a naročito je česta u XV i XVI<em> st.</em> Najpoznatiji je primjer te vrste Leonardova slika u Louvreu.",,1
"ANA, Sv.",76,"<strong>ANA, Sv.,</strong> manastir kod Velikih Bastaja u Slavoniji. Čini se da su pravoslavni monasi manastira Pakre, u poč. XVIII<em> v., </em>ovde obnovili zapu&scaron;tenu gotičku crkvu propalog pavlinskog manastira iz 1412, koji je osnovao Benedikt Nelipić. Crkva je imala presvođen brod i poligonalan prezviterij. Jo&scaron; 1702 pominje se zvonik, kojeg danas nema, a za koji se misli da je bio nad pročeljem. God. 1859 crkva je restaurisana.<br /> LIT.:<em> Lj. Karaman, O</em> umjetnosti srednjeg vijeka u Hrvatskoj i Slavoniji&raquo; Historijski zbornik, 1948 i 1950. &mdash;<em> V. Petković,</em> Pregled crkvenih spomenika kroz povesnicu srpskog naroda, Posebna izdanja SAN, 1950, CLVII&bdquo; str. 2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; D. Med.",,1
ANADIOMENA,76,<strong>ANADIOMENA</strong> v.<em> Afrodita</em>,,1
ANAFORNICA,76,"<strong>ANAFORNICA</strong> (grč. ἀ&nu;&alpha;&phi;έ&rho;&omega; anafero<em> uznosim</em>), posuda za izno&scaron;enje i pripremanje nafore. Najče&scaron;će od srebra ili od legura srebra. Okruglog oblika, ravna, u većini slučajeva sa iscrtanim figurama serafima. Izrađivali su je zlatari. Primer zanimljive anafornice, u obliku otvorenog turbeta, nalazi se u staroj srp. crkvi u Sarajevu. Izrađena u tehnici cizeliranja i filigrana 1676.<br /> LIT.:<em> L. Mirković,</em> Starine stare crkve u Sarajevu, Beograd 1936, str. 30, t. XLIV, I.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; B. Ra.",,1
ANAGLIF,76,"<strong>ANAGLIF</strong> (grč. ἀ&nu;ά&gamma;&lambda;&upsilon;&phi;&omicron;&sigmaf; anaglyfos), sinonim za reljef, a naročito bareljef.",,1
"ANAGNOSTI, Petar",76,"<strong>ANAGNOSTI, Petar,</strong> arhitekt ruskog porekla (Odesa, 9. VII. 1909&mdash;). Diplomirao na Tehničkom fakultetu u Beogradu 1930. Prof. nacrtne geometrije na Arhitektonskom fakultetu u Beogradu. Izveo vi&scaron;e stanbenih zgrada u Beogradu, Novom Sadu, Bitolju, zadružni dom i &scaron;kolu u Crepaji. Svoj stručni rad uglavnom usmerio u pedago&scaron;ko-nastavnom pravcu.<br /> BIBL.:<em> Senčenje u arhitekturi,</em> 1948;<em> Perspektiva,</em> 1951.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; R. Bg.",,1
ANAHRONIZAM,76,"<strong>ANAHRONIZAM</strong> (grč ἀ&nu;ά ana<em> preko, po, uz</em> i &chi;&rho;ό&nu;&omicron;&sigmaf; hronos <em>vrijeme</em>), zastarjelost, nesuvremenost, pogre&scaron;na kronologija; izmjena vremenskog slijeda; smje&scaron;tavanje događaja i stvari u doba, kojemu ne pripadaju; podržavanje zastarjelih i preživjelih nazora. U likovnim djelima, a. se najvi&scaron;e očituje u uvođenju detalja (na pr. kostima, pokućstva, arhitekture) iz ranijeg hist. razdoblja u kasnije, a i obratno.",,1
ANAKSAGORA,77,"<strong>ANAKSAGORA</strong> (grč. &rsquo;A&nu;&alpha;&xi;&alpha;&gamma;ό&rho;&alpha;), grčki kipar iz &larr; V<em> st. </em>Njegov brončani kip Zeusa postavili su Grci u Olimpiji kao votivni dar poslije pobjede nad Perzijancima kod Plateje &larr; 479.",,1
ANALOGIJA,77,"<strong>ANALOGIJA</strong> (grč. ἀ&nu;&alpha;&lambda;&omicron;&gamma;ί&alpha; analogia<em> slaganje, podudaranje</em>), sličnost, istovetnost, istovrsnost jedne stvari sa drugom prema zajedničkim obilježjima. Dva su pojma analogna, ako se uspoređuju na osnovi sličnosti ili podudarnosti njihovih svojstava.",,1
"ANANJIN, Konstantin",77,"<strong>ANANJIN (Ananin), 1. Konstantin,</strong> ruski ikonopisac iz Jaroslava u XVII<em> st.</em> God. 1643 obnavlja zidne slike u Voznesenskoj crkvi u Moskvi, a 1650 slika ikonostas u samostanu sv. Save Staro&scaron;evskog u Zvenigorodu.<br /> <strong>2. Vasilij,</strong> ruski ikonopisac, brat pređa&scaron;njega. Spominje se 1660 kod izvođenja slikarskih radova u crkvi Arkandela u Kremlju. God. 1670&mdash;71 radi sa svojim bratom Konstantinom i s Fjodorom Kozlovom slike u crkvi u selu Kolomenskoje<em> (Silazak Duha Svetoga, Posljednji sud),</em> a 1676 zidne slike u Voznesenskoj crkvi u Rostovu.",,1
"ANANJIN, Vasilij",77,"<strong>ANANJIN (Ananin), 1. Konstantin,</strong> ruski ikonopisac iz Jaroslava u XVII<em> st.</em> God. 1643 obnavlja zidne slike u Voznesenskoj crkvi u Moskvi, a 1650 slika ikonostas u samostanu sv. Save Staro&scaron;evskog u Zvenigorodu.<br /> <strong>2. Vasilij,</strong> ruski ikonopisac, brat pređa&scaron;njega. Spominje se 1660 kod izvođenja slikarskih radova u crkvi Arkandela u Kremlju. God. 1670&mdash;71 radi sa svojim bratom Konstantinom i s Fjodorom Kozlovom slike u crkvi u selu Kolomenskoje<em> (Silazak Duha Svetoga, Posljednji sud),</em> a 1676 zidne slike u Voznesenskoj crkvi u Rostovu.",,1
"ANASTASIJEVIĆ, Boris",77,"<strong>ANASTASIJEVIĆ, 1. Boris,</strong> slikar i vajar (Seyssel, Francuska, 17. II. 1926&mdash;). Odrastao u Francuskoj, u Jugoslaviju do&scaron;ao 1953. Skulpturu učio kod O. Zadkina, čiji se uticaj na njegovo delo ponekad oseća. Kubistički shvaćene mase i njihov ritam za njega su naročito karakteristične. Bavi se i grafikom.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Mi. Pr.<br /> <strong>2. Dragutin,</strong> bizantolog (Kragujevac, 30. VII. 1877 &mdash; Beograd, 20. VIII. 1950). Zavr&scaron;io studij klasične filologije u Beogradu; studirao bizantologiju i doktorirao 1905 u M&uuml;nchenu. Prof. bizantologije na univerzitetu u Beogradu. God. 1946 izabran za člana SAN. Proučava historiju Bizanta i srp. srednjovj. historiju.<br /> BIBL. (iz historije umjetnosti): <em>Otkopavanje Nemanjine sv. Bogorodice kod Kur&scaron;umlije,</em> Starinar, 1922.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; F. Pn.",,1
"ANASTASIJEVIĆ, Dragutin",77,"<strong>ANASTASIJEVIĆ, 1. Boris,</strong> slikar i vajar (Seyssel, Francuska, 17. II. 1926&mdash;). Odrastao u Francuskoj, u Jugoslaviju do&scaron;ao 1953. Skulpturu učio kod O. Zadkina, čiji se uticaj na njegovo delo ponekad oseća. Kubistički shvaćene mase i njihov ritam za njega su naročito karakteristične. Bavi se i grafikom.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Mi. Pr.<br /> <strong>2. Dragutin,</strong> bizantolog (Kragujevac, 30. VII. 1877 &mdash; Beograd, 20. VIII. 1950). Zavr&scaron;io studij klasične filologije u Beogradu; studirao bizantologiju i doktorirao 1905 u M&uuml;nchenu. Prof. bizantologije na univerzitetu u Beogradu. God. 1946 izabran za člana SAN. Proučava historiju Bizanta i srp. srednjovj. historiju.<br /> BIBL. (iz historije umjetnosti): <em>Otkopavanje Nemanjine sv. Bogorodice kod Kur&scaron;umlije,</em> Starinar, 1922.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; F. Pn.",,1
ANASTASIS,77,"<strong>ANASTASIS</strong> (grč. ἀ&nu;ά&sigma;&tau;&alpha;&sigma;&iota;&sigmaf;<em> uskrsnuće</em>), motiv Kristova uskrsnuća u bizant. ikonografiji. Za razliku od zap. načina prikazivanja uskrsnuća, gdje Krist izlazi iz groba, a. prikazuje uskrslog Krista u pretpaklu s likovima starozavjetnih pravednika.",,1
ANASTATSKI PRETISAK,77,"<strong>ANASTATSKI PRETISAK</strong> (grč. (ἀ&nu;άά&sigma;&tau;&alpha;&sigma;&iota;&sigmaf; anastasis<em> uskrsnuća</em>), grafička tehnika umnožavanja starih knjiga u izvornom obliku. Stara se boja osvježi specijalnom blagom kiselinom i &scaron;krobom, zatim se stranica knjige natopi pretisnom bojom i prisloni uz litografski kamen ili metalnu ploču; na mjestima, gdje na stranici nema slova, boja ostaje na podlozi, koja se jetka i &scaron;tampa. Ovaj je postupak u novije vrijeme istisnula upotreba fotografije u &scaron;tamparstvu; danas a. p. zamjenjuje<em> foto-lito-tehnika.</em>",,1
ANASTILOZA,77,"<strong>ANASTILOZA</strong> (grč. ἀ&nu;ά ana<em> gore, na</em> i &sigma;&tau;ῦ&lambda;&omicron;&sigmaf; <em>stup, kolona</em>), obnavljanje, ponovno uspostavljanje u izvorno stanje o&scaron;tećenih ant. spomenika dizanjem poru&scaron;enih stupova. Provedena je a. Partenona na atenskoj Akropoli, arhitektonskih spomenika na<em> Forumu Romanumu</em> u Rimu i mnogih drugih građevina.",,1
ANATOMIJA,77,"<strong>ANATOMIJA</strong> (grč. ἀ&nu;&alpha;&tau;έ&mu;&nu;&epsilon;&iota;&nu; anatemnein<em> rasijecati</em>), nauka o građi i sastavu čovječjeg tijela. Kod studija likovnih umjetnosti naročito je važna<em> plastična a.,</em> koja na temelju izučavanja građe kostura, zglobova i mi&scaron;ićnog sustava omogućuje ispravno prikazivanje ljudskog tijela i njegovi 1 proporcija u stavu mirovanja, kao i promjena, &scaron;to nastaju prigodom različitih pokreta. U helenskoj umjetnosti predstavljao je Polikletov<em> Dorifor (Kopljono&scaron;a) </em>t. zv. kanon, uzor za proporcije pojedinih dijelova tijela. Vitruvijev rimski kanon osniva se na proporcijama grč. kipova, a pogotovo Lizipovih. Anatomija rimskog liječnika Galena (oko 130 &mdash; poslije 200) dominirala je kao apsolutni normativ trinaest vjekova, jer je seciranje ljudskog tijela bilo od crkve zabranjeno i kažnjivo. Tek 1314&mdash;15 napisao je Mundinus (Mondino de&rsquo; Liuzzi) u Bologni kompendij anatomije na temelju sekcije le&scaron;ina; njegovo je venecijansko izdanje iz 1493 ilustrirano. U doba renesanse ponajprije se P. della Francesca i L. B. Alberti bave izučavanjem proporcija ljudskog tijela, a zatim anatomijom praktički i teoretski Leonardo (u traktatu<em> Dell Anatomia,</em> sa savr&scaron;enim crtežima), Michelangelo, D&uuml;rer i dr. Potpunu reformu anatomije znači epohalno djelo<em> De humani corporis fabrica libri septem</em> (Basel 1543)5 &scaron;to ga je napisao belgijski liječnik Vesal (Andreas Vesalius), a u kojemu su reproducirane ilustracije-tumači J. S. von Calcara (J. S. Kalkar, Giovanni da Calcar, Joannes Stephanus Calcarensis). &mdash; Kao likovni motiv, u obliku portretne grupe liječnika kod seciranja, a. se pojavljuje napose u holand. slikarstvu (Rembrandt,<em> Anatomija dra Tulpa</em>). A. čovjeka, a za kipare i konja, obvezatan je nastavni predmet u akademijama i umjetničkim &scaron;kolama.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; S. Bić.",,1
"ANCHER, Mihael Peter",78,"<strong>ANCHER, Mihael Peter,</strong> danski slikar (Rutsker, 9. VI. 1849 &mdash; Skagen, 20. IX. 1927). Studirao na umjetničkoj akademiji u K&oslash;benhavnu. Slikao na naturalistički način scene iz ribarskog i pučkog života, genre i portrete. Glavna su mu djela portreti žene Ane (slikarica pastela), slikara P. S. Kroyera, dva autoportreta, te genre i pejzažni motivi<em> Ribari na obali, Starac pred kućom i Utopljenik.</em> Njegov naturalizam imao je mnogo sljedbenika u dan. slikarstvu.",,1
"ANCHETA, Miguel de",78,"<strong>ANCHETA, Miguel de,</strong> &scaron;panjolski kipar (? &mdash; Pampeluna, 1598). Studirao u Firenci i prenio u &Scaron;panjolsku način i tehniku tal. kipara cinquecenta. Glavni su mu radovi sakralna skulptura, tabernakuli i korska sjedala u crkvama u Pampeluni i okolnim mjestima u Navarri.",,1
ANCONA,78,"<strong>ANCONA</strong> (grč. Ά&gamma;ϰὼ&nu; Ἑ&lambda;&lambda;&eta;&nu;ί&sigmaf; Ankon Hellenis; kod nas nekad zvana<em> Jakin</em>), glavni grad tal. pokrajine Marche i najvažnija luka srednje Italije na Jadranskome moru. Osnovali su je Sirakužani oko &larr; 390 i dugo je vjerna grč. kulturnoj tradiciji. Od Ilirskog rata u II<em> st.</em> A. je luka rimske flote i baza za ekspanziju Rimljana po Jadranu. U doba Julija Cezara utvrđen municipij i sredi&scaron;te trgovine s Dalmacijom. Nakon propasti Zapadnog rimskog carstva, pod za&scaron;titom Istočnog rimskog carstva; zatim je osvajaju Goti, Langobardi; 848 ru&scaron;e je Saraceni. U Srednjem vijeku sukobljuje se A. s papinskom državom zbog trgovine po Jadranu i na Istoku, no kasnije ulazi u njen sastav. U XVIII<em> st.</em> izmjenjuje gospodare (Francuska, Austrija, Rusija, papa). God. 1860 pripojena je kraljevini Italiji.<br /> Na&scaron;e veze s Ankonom, političke, trgovačke i kulturne, veoma su žive od najstarijih vremena sve do poč. XIX<em> st.</em> U XIII i XIV<em> st. </em>Ankonitanci u vi&scaron;e navrata vr&scaron;e u Splitu službu<em> podestata</em> i<em> notara; </em>u XVII i XVIII<em> st.</em> u Ankoni je &scaron;tampano vi&scaron;e na&scaron;ih knjiga; neki Dubrovčani imaju ovdje svoje palače.<br /> A. je do danas zadržala, naročito u predjelu između luke i katedrale, karakter srednjovj. grada. Iz ranijih vremena sačuvao se vitak<em> Trajanov slavoluk</em> s korintskim stupovima, djelo Apolodora iz Damaska (nakon 115). Starokr&scaron;ćanske katakombe potječu iz III<em> st.<sub>}</sub></em> a propovjedaonica u crkvi S. Maria della Misericordia iz VII<em> st.</em> Romanička crkva S. Maria della Piazza (XI&mdash; XIII<em> st.)</em> ima fasadu analognu fasadi zadarske katedrale; gradio ju je 1210 majstor Filippcr od dalmatinskog mramora i ukrasio nizovima slijepih arkadica. Bizantski utjecaj vidljiv je na crkvi S. Ciriaco (katedrala), koja ima u tlocrtu oblik grčkog križa i poligonalnu kupolu na kvadratičnoj osnovi. U stilu gotike građena je crkva S. Maria della Misericordia (1399), koja u svojim donjim dijelovima jo&scaron; uvijek odi&scaron;e romanikom. No najznačajnija su djela gotike u Ankoni građevine majstora Jurja Dalmatinca: fasada zgrade<em> Loggia dei Mercanti</em> (1459), portal crkve San Francesco delle Scale (1459) i portal crkve S. Agostino. Ova djela ukazuju na to, da je na Jurja utjecala<em> Porta della Car ta</em> Duždeve palače u Veneciji, ali i ovdje, kao i u Dalmaciji, majstor, iako vjeran gotičkim oblicima, daje izraza svojim renesansnim sklonostima. Kod izradbe reljefa na portalu crkve S. Agostino sudjelovao je Juraj Pribislavljić, a kod Loggie Andrija Ale&scaron;i. Iz doba renesanse ističe se Palazzo degli Anziani, fortifikacije na Colle Astagno i portali biv&scaron;eg samostana S. Francesco delle Scale. U XVII i XVIII<em> st.</em> grade se mnoge nove palače, no one ne mijenjaju bitno stari izgled grada.<br /> Vrednija slikarska djela:<em> Raspeće</em>, Tizian, signirano, iz perioda 1560&mdash;68, crkva S. Domenico; Pellegrino Tibaldi, freske na svodu Loggie dei Mercanti i u salonu Palazzo Feretti; u nekoliko crkava nalaze se zidne slike manirista Francesca Lillia (Lilio), XVI<em> st.,</em>Antonio Viviani,<em> Bogorodica s djetetom, </em>katedrala; Guercino,<em> Navje&scaron;tenje,</em> crkva S. Domenico; Orazio Gentileschi,<em> Obrezanje<sub>}</sub></em> crkva Gesu; Marco Benefial,<em> Prikazanje Bogorodice,</em> S. Maria della Piazza. U Pinakoteki, osnovanoj 1884, zastupano je vi&scaron;e tal. slikara od XIV<em> st.</em> pa dalje: Andrea da Bologna,<em> Smrt Bogorodice;</em> Carlo Crivelli,<em> Bogorodica s djetetom; </em>Lorenzo Lotto,<em> Uza&scaron;a&scaron;će</em> i<em> Bogorodica sa svecima;</em> Tizian,<em> Bogorodica s djetetom, sv. Franjom i Blažom;</em> Guercino,<em> Začeće;</em> Carlo Maratta,<em> Bogorodica i sveci</em> i dr.<br /> Biblioteca comunale, koju je utemeljio 1669 L. Beni časa, posjeduje zbirku djela pisaca iz Marche i ne&scaron;to rukopisa.<br /> LIT.:<em> A. Ricci,</em> Memorie delle arti e degli artisti della Marca di Ancona, Macerata 1834. &mdash; <em>A. Dudan,</em> La Dalmazia nell&rsquo;arte italiana, Milano 1922. &mdash;<em> L. Serra,</em> L&rsquo;arte nelle Marche, Rassegna Marchigiana, 1926&mdash;28.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; J. Bć.",,1
